UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2020,39,4305527,2147825,2157702,1632102,1591129,282182,311000,29799,28377,150370,170402,6988,6177,46384,50617,1671990,1634818,299113,330987,46391,46232,169049,190251,12155,11532,1687368,1725400,1225096,1211858,261462,288307,15168,15869,145802,165971,4973,4535,34867,38860,1254841,1245167,273351,302881,26282,28259,161619,182915,9048,8858,460457,432302,407006,379271,20720,22693,14631,12508,4568,4431,2015,1642,11517,11757,417149,389651,25762,28106,20109,17973,7430,7336,3107,2674
R,7,2020,40,4380287,2192886,2187401,1663376,1608575,293840,321808,30764,28648,151796,171542,7099,6438,46011,50390,1703080,1651955,310571,341653,47733,46698,170018,191241,12245,11848,1716406,1747573,1242486,1222285,272267,298840,15564,15992,147131,167070,4939,4799,34019,38587,1271579,1255238,283776,313250,26791,28611,162323,183774,9006,9134,476480,439828,420890,386290,21573,22968,15200,12656,4665,4472,2160,1639,11992,11803,431501,396717,26795,28403,20942,18087,7695,7467,3239,2714
R,7,2020,41,4103039,2044007,2059032,1553585,1515000,270693,301758,28241,26418,142890,163407,6239,5850,42359,46599,1590054,1555045,286021,319859,43793,43307,159686,181665,11030,10781,1609942,1648090,1169547,1154472,251131,280119,14605,14553,138749,159229,4387,4303,31523,35414,1196419,1184684,261719,293034,24931,26239,152926,174713,8176,8257,434065,410942,384038,360528,19562,21639,13636,11865,4141,4178,1852,1547,10836,11185,393635,370361,24302,26825,18862,17068,6760,6952,2854,2524
R,7,2020,42,4017425,1998809,2018616,1526773,1492244,260287,290964,27427,26281,137657,158695,5986,5543,40679,44889,1561674,1530641,274776,308253,42590,42891,153924,176313,10354,10210,1568369,1609635,1144937,1132457,241449,270127,14057,14473,133590,154446,4284,4102,30052,34030,1170409,1161307,251363,282390,24114,26004,147206,169411,7724,7862,430440,408981,381836,359787,18838,20837,13370,11808,4067,4249,1702,1441,10627,10859,391265,369334,23413,25863,18476,16887,6718,6902,2630,2348
R,7,2020,43,3970558,1969427,2001131,1505524,1479626,255192,288009,27404,25991,136472,158510,5826,5566,39009,43429,1539089,1516683,268983,304513,42237,42352,151859,175558,10118,10217,1546841,1593595,1130396,1120192,237020,267417,14253,14652,132265,154387,4107,4067,28800,32880,1154879,1147996,246313,279106,24231,26065,145127,168738,7470,7768,422586,407536,375128,359434,18172,20592,13151,11339,4207,4123,1719,1499,10209,10549,384210,368687,22670,25407,18006,16287,6732,6820,2648,2449
R,7,2020,44,3849308,1909677,1939631,1457729,1435124,245533,276532,26412,25056,137188,156995,5426,5233,37389,40691,1489912,1469764,258363,291829,40760,40611,152100,173042,9585,9524,1496492,1539194,1090290,1081260,228001,256517,13559,13812,133196,152903,3895,3844,27551,30858,1113725,1107276,236532,267315,23167,24728,145753,166477,7176,7291,413185,400437,367439,353864,17532,20015,12853,11244,3992,4092,1531,1389,9838,9833,376187,362488,21831,24514,17593,15883,6347,6565,2409,2233
R,7,2020,45,3960425,1968105,1992320,1507094,1479062,251737,283149,26470,25485,141612,160051,5664,5069,35528,39504,1537343,1512631,263815,297658,40419,40692,155783,175765,9648,9165,1552431,1590385,1135552,1122113,234812,264104,13622,14198,137655,156075,4122,3754,26668,30141,1157994,1147438,243133,274318,23125,24889,149747,169556,7331,7055,415674,401935,371542,356949,16925,19045,12848,11287,3957,3976,1542,1315,8860,9363,379349,365193,20682,23340,17294,15803,6036,6209,2317,2110
R,7,2020,46,3830022,1894994,1935028,1451665,1437261,240780,274040,25677,24548,138007,156468,5124,4958,33741,37753,1480381,1469146,252154,287880,39037,39321,151498,171423,8932,8959,1501290,1547734,1099012,1092453,225176,255925,13279,13850,134468,152733,3785,3672,25570,29101,1120542,1116741,233011,265858,22567,24444,146047,165608,6877,6910,393704,387294,352653,344808,15604,18115,12398,10698,3539,3735,1339,1286,8171,8652,359839,352405,19143,22022,16470,14877,5451,5815,2055,2049
R,7,2020,47,3880479,1913313,1967166,1465325,1461458,246690,281810,25278,24884,137528,156952,5106,4873,33386,37189,1493630,1492840,257588,295295,38720,39695,150973,171694,8845,8761,1528329,1584108,1120168,1120248,231521,264067,13363,14165,134014,153174,3794,3652,25469,28802,1141522,1144267,239048,273777,22801,24953,145653,165875,6826,6814,384984,383058,345157,341210,15169,17743,11915,10719,3514,3778,1312,1221,7917,8387,352108,348573,18540,21518,15919,14742,5320,5819,2019,1947
R,7,2020,48,4047152,1998131,2049021,1543258,1536026,254791,290288,25723,24839,136153,155845,5035,4856,33171,37167,1571258,1567346,265422,303426,39528,40172,149292,170325,8777,8814,1617555,1670908,1201685,1198744,239993,272982,13880,14400,132602,152243,3732,3613,25663,28926,1223079,1222835,247539,282424,23865,25672,143981,164835,6776,6859,380576,378113,341573,337282,14798,17306,11843,10439,3551,3602,1303,1243,7508,8241,348179,344511,17883,21002,15663,14500,5311,5490,2001,1955
R,7,2020,49,4269674,2106342,2163332,1645292,1640258,263419,302595,26004,25666,132633,151802,5032,4953,33962,38058,1674051,1672329,274217,315895,40473,41693,145854,166315,8962,9174,1729183,1787839,1306797,1305684,248706,285297,14445,15004,129072,148203,3708,3709,26455,29942,1328977,1330652,256343,294997,25069,27067,140532,160754,6911,7198,377159,375493,338495,334574,14713,17298,11559,10662,3561,3599,1324,1244,7507,8116,345074,341677,17874,20898,15404,14626,5322,5561,2051,1976
R,7,2020,50,4314636,2136105,2178531,1673312,1660019,265460,299327,26067,25421,132730,151886,5182,5073,33354,36805,1701497,1690823,275989,312046,40465,41294,145447,165929,9164,9266,1757614,1809605,1333825,1330694,250567,282695,14263,15210,129199,148225,3887,3865,25873,28916,1355423,1354651,258021,291985,24823,27126,140156,160287,7180,7330,378491,368926,339487,329325,14893,16632,11804,10211,3531,3661,1295,1208,7481,7889,346074,336172,17968,20061,15642,14168,5291,5642,1984,1936
R,7,2020,51,4080470,2015130,2065340,1585946,1582691,244709,277598,24660,24003,124438,142518,4700,4729,30677,33801,1611926,1611020,253972,288880,38376,39113,136104,155191,8239,8487,1664402,1721378,1270843,1275663,231032,262019,13942,14400,121277,139155,3533,3573,23775,26568,1290777,1297705,237453,270110,24063,25835,131367,150146,6442,6684,350728,343962,315103,307028,13677,15579,10718,9603,3161,3363,1167,1156,6902,7233,321149,313315,16519,18770,14313,13278,4737,5045,1797,1803
R,7,2020,52,3987607,1966204,2021403,1546301,1546620,244826,278450,23922,23432,117794,136187,4565,4607,28796,32107,1570466,1573310,253491,289108,37092,38013,128679,148094,7912,8442,1625450,1686550,1240325,1247242,231241,263236,13420,14342,114788,133054,3393,3472,22283,25204,1258761,1267925,237216,270881,23232,25461,124182,143329,6177,6670,340754,334853,305976,299378,13585,15214,10502,9090,3006,3133,1172,1135,6513,6903,311705,305385,16275,18227,13860,12552,4497,4765,1735,1772
R,7,2020,53,3983402,1956810,2026592,1550467,1564082,241762,277706,23223,23371,109026,125737,4559,4583,27773,31113,1573801,1589956,250006,288276,36254,37821,119247,136792,7883,8207,1631738,1703890,1258094,1275705,229005,262885,13487,14595,106085,122762,3432,3480,21635,24463,1276037,1295790,234695,270501,23284,25647,114916,132302,6234,6526,325072,322702,292373,288377,12757,14821,9736,8776,2941,2975,1127,1103,6138,6650,297764,294166,15311,17775,12970,12174,4331,4490,1649,1681
R,7,2020,54,4047989,1987984,2060005,1571938,1588096,250195,286320,23662,23650,110230,126624,4434,4523,27525,30792,1594787,1613638,258404,296432,36917,38402,120118,137539,7797,8147,1666722,1742299,1283365,1304234,237159,271750,13915,14984,107433,123597,3391,3525,21459,24209,1300912,1324072,242801,278976,24048,26386,115931,132956,6211,6544,321262,317706,288573,283862,13036,14570,9747,8666,2797,3027,1043,998,6066,6583,293875,289566,15603,17456,12869,12016,4187,4583,1586,1603
R,7,2020,55,4281058,2098875,2182183,1667901,1693575,261609,298913,24528,24812,111855,128366,4666,4775,28316,31742,1691530,1719816,269772,309243,38376,40297,122030,139362,8121,8546,1776486,1861943,1378143,1407179,248713,284271,14831,16178,108997,125382,3633,3753,22169,25180,1396385,1427737,254356,291740,25368,28335,117826,134845,6516,6915,322389,320240,289758,286396,12896,14642,9697,8634,2858,2984,1033,1022,6147,6562,295145,292079,15416,17503,13008,11962,4204,4517,1605,1631
R,7,2020,56,4347835,2120730,2227105,1695567,1738819,257072,296698,24211,24794,111374,130576,4365,4619,28141,31599,1718984,1764933,265026,306487,38380,40644,121323,141560,7835,8391,1815485,1917254,1421450,1461863,244605,282416,14994,16216,108723,127807,3404,3634,22309,25318,1439792,1482486,250164,289509,26053,28899,117353,137332,6312,6814,305245,309851,274117,276956,12467,14282,9217,8578,2651,2769,961,985,5832,6281,279192,282447,14862,16978,12327,11745,3970,4228,1523,1577
R,7,2020,57,4332723,2107423,2225300,1689268,1744152,251495,291680,23673,24312,111217,129453,4179,4487,27591,31216,1712249,1769813,259036,301453,37612,40219,121034,140030,7488,8168,1818723,1928985,1429740,1479299,239877,278354,14921,16124,108626,126631,3292,3571,22267,25006,1448102,1499593,245217,285430,26010,28843,117242,135773,6137,6673,288700,296315,259528,264853,11618,13326,8752,8188,2591,2822,887,916,5324,6210,264147,270220,13819,16023,11602,11376,3792,4257,1351,1495
R,7,2020,58,4311857,2092678,2219179,1690693,1753357,246122,287879,23001,24103,101477,118758,4257,4445,27128,30637,1713373,1778499,253371,297450,36834,40014,111090,129017,7594,8088,1816140,1934937,1441989,1499008,235058,275400,14698,16178,99077,116086,3424,3540,21894,24725,1460117,1519078,240182,282356,25763,29067,107476,124981,6256,6595,276538,284242,248704,254349,11064,12479,8303,7925,2400,2672,833,905,5234,5912,253256,259421,13189,15094,11071,10947,3614,4036,1338,1493
R,7,2020,59,4351943,2104672,2247271,1709002,1783203,244258,288383,22432,23934,98001,117595,4093,4243,26886,29913,1731405,1807748,251377,297431,36431,39817,107454,127564,7318,7784,1841767,1973437,1472745,1538009,233794,276154,14497,16545,95625,115008,3281,3431,21825,24290,1490721,1557700,238869,282825,25760,29488,103911,123648,6007,6403,262905,273834,236257,245194,10464,12229,7935,7389,2376,2587,812,812,5061,5623,240684,250048,12508,14606,10671,10329,3543,3916,1311,1381
R,7,2020,60,4377046,2119134,2257912,1713631,1783690,249437,293078,22771,23992,102479,123048,4118,4261,26698,29843,1735990,1808056,256393,302322,36668,39802,111878,132901,7322,7784,1855751,1985426,1476974,1539782,238774,280904,14800,16618,100151,120462,3308,3462,21744,24198,1494999,1559278,243742,287731,26031,29499,108445,128968,6023,6435,263383,272486,236657,243908,10663,12174,7971,7374,2328,2586,810,799,4954,5645,240991,248778,12651,14591,10637,10303,3433,3933,1299,1349
R,7,2020,61,4214654,2028950,2185704,1650270,1736984,234265,279185,20775,22513,94861,115250,3808,3903,24971,27869,1671071,1759935,240727,287485,34076,37717,103563,124276,6671,7058,1792197,1935478,1437478,1512858,224698,267953,13731,15686,92730,112898,3090,3206,20470,22877,1454405,1531513,229345,274090,24580,28270,100376,120790,5518,5911,236753,250226,212792,224126,9567,11232,7044,6827,2131,2352,718,697,4501,4992,216666,228422,11382,13395,9496,9447,3187,3486,1153,1147
R,7,2020,62,4175432,2003265,2172167,1635660,1735029,225086,269350,19895,21804,94834,115148,3576,3814,24214,27022,1655822,1757156,231348,277489,32884,36668,103179,123843,6368,6811,1782471,1934287,1437349,1521855,215928,258616,13438,15480,92874,113039,2915,3109,19967,22188,1453823,1539843,220452,264654,24158,27765,100291,120620,5281,5672,220794,237880,198311,213174,9158,10734,6457,6324,1960,2109,661,705,4247,4834,201999,217313,10896,12835,8726,8903,2888,3223,1087,1139
R,7,2020,63,4114645,1965226,2149419,1609611,1719549,218283,267163,19549,21131,91080,111796,3494,3596,23209,26184,1628874,1741065,224355,274942,32270,36004,98884,119770,6135,6575,1754274,1919016,1420260,1513000,209592,256763,13097,14989,89213,109764,2876,2944,19236,21556,1436068,1530496,214027,262546,23637,27411,96184,116697,5160,5485,210952,230403,189351,206549,8691,10400,6452,6142,1867,2032,618,652,3973,4628,192806,210569,10328,12396,8633,8593,2700,3073,975,1090
R,7,2020,64,3952230,1878779,2073451,1539819,1658541,205979,255100,18238,20313,89606,110925,3173,3457,21964,25115,1558149,1679106,211620,262555,30225,34550,96915,118720,5725,6236,1679641,1853141,1361125,1460942,197771,245210,12215,14639,87821,108843,2602,2887,18107,20620,1376093,1477642,201802,250702,22096,26525,94304,115606,4796,5236,199138,220310,178694,197599,8208,9890,6023,5674,1785,2082,571,570,3857,4495,182056,201464,9818,11853,8129,8025,2611,3114,929,1000
R,7,2020,65,3904251,1850745,2053506,1522635,1649118,198381,247076,17534,19280,88039,110803,3042,3344,21114,23885,1540102,1668611,203807,254149,29277,32694,95026,118292,5515,6078,1659594,1840082,1350411,1456780,190518,237938,12075,13963,86390,108905,2518,2771,17682,19725,1364908,1472634,194522,243201,21961,25197,92627,115480,4660,5134,191151,213424,172224,192338,7863,9138,5459,5317,1649,1898,524,573,3432,4160,175194,195977,9285,10948,7316,7497,2399,2812,855,944
R,7,2020,66,3727870,1755304,1972566,1453677,1593418,181415,232121,15959,17987,82160,103783,2781,3120,19312,22137,1469835,1611453,186289,238649,26975,30830,88363,110377,4880,5664,1583212,1776133,1298463,1416100,174204,223835,11183,13189,80774,102046,2330,2583,16258,18380,1311958,1430880,177768,228710,20563,24025,86309,107854,4176,4799,172092,196433,155214,177318,7211,8286,4776,4798,1386,1737,451,537,3054,3757,157877,180573,8521,9939,6412,6805,2054,2523,704,865
R,7,2020,67,3570767,1675669,1895098,1394997,1538880,166744,216413,14877,16731,78394,99283,2663,2903,17994,20888,1409982,1555996,171152,222431,25112,28912,84229,105582,4692,5274,1516728,1711709,1251609,1373087,160235,208608,10470,12358,77011,97714,2247,2437,15156,17505,1264124,1387249,163454,213181,19186,22726,82221,103244,4016,4505,158941,183389,143388,165793,6509,7805,4407,4373,1383,1569,416,466,2838,3383,145858,168747,7698,9250,5926,6186,2008,2338,676,769
R,7,2020,68,3415253,1598940,1816313,1338397,1479906,154469,204536,13524,15616,73455,94485,2505,2763,16590,19007,1352170,1495498,158602,209953,23138,26929,78687,100011,4464,4933,1452746,1646142,1206165,1326076,148566,197222,9652,11559,72221,93007,2123,2342,14019,15936,1217705,1338981,151627,201309,17843,21249,76911,97872,3820,4216,146194,170171,132232,153830,5903,7314,3872,4057,1234,1478,382,421,2571,3071,134465,156517,6975,8644,5295,5680,1776,2139,644,717
R,7,2020,69,3293792,1534257,1759535,1283672,1431270,150086,201334,13051,14949,69470,91303,2289,2532,15689,18147,1296729,1446087,153968,206698,22317,25826,74277,96446,4089,4596,1394175,1595628,1156758,1283155,144439,194354,9413,10972,68323,89802,1967,2154,13275,15191,1167707,1295384,147308,198433,17349,20288,72618,94282,3561,3933,140082,163907,126914,148115,5647,6980,3638,3977,1147,1501,322,378,2414,2956,129022,150703,6660,8265,4968,5538,1659,2164,528,663
R,7,2020,70,3198910,1489724,1709186,1242370,1387167,144569,193774,12658,14259,72606,93997,2334,2525,15187,17464,1254962,1401342,148360,198903,21694,24568,77226,99155,4091,4581,1356451,1550299,1121632,1243325,139150,186891,9240,10680,71547,92593,1961,2163,12921,14647,1132272,1255070,142002,190771,16985,19519,75677,97090,3530,3957,133273,158887,120738,143842,5419,6883,3418,3579,1059,1404,373,362,2266,2817,122690,146272,6358,8132,4709,5049,1549,2065,561,624
R,7,2020,71,3080259,1429867,1650392,1204187,1354057,131433,178654,11784,13258,66329,85668,2213,2423,13921,16332,1215779,1367486,134764,183331,20121,23158,70544,90205,3841,4250,1308536,1504831,1094069,1221945,126682,172548,8642,9958,65326,84469,1885,2073,11932,13838,1103943,1233224,129178,176117,15908,18574,69087,88448,3310,3665,121331,145561,110118,132112,4751,6106,3142,3300,1003,1199,328,350,1989,2494,111836,134262,5586,7214,4213,4584,1457,1757,531,585
R,7,2020,72,3021722,1400477,1621245,1189124,1342686,122517,168131,10932,12483,62744,80079,1975,2208,13185,15658,1200140,1355625,125713,172495,18906,21973,66606,84433,3488,3982,1285542,1481876,1084638,1216042,118016,162407,8109,9435,61831,78890,1682,1886,11266,13216,1093960,1226829,120461,165723,15019,17659,65268,82712,3038,3440,114935,139369,104486,126644,4501,5724,2823,3048,913,1189,293,322,1919,2442,106180,128796,5252,6772,3887,4314,1338,1721,450,542
R,7,2020,73,3123347,1445020,1678327,1247336,1416252,114008,157767,10891,12110,57772,74685,1854,1923,13159,15590,1258408,1429255,117111,162088,19095,21833,61400,78830,3350,3585,1337576,1545445,1149494,1295191,110011,152414,8178,9305,56949,73568,1595,1638,11349,13329,1159000,1306201,112400,155783,15411,17810,60129,77223,2907,3117,107444,132882,97842,121061,3997,5353,2713,2805,823,1117,259,285,1810,2261,99408,123054,4711,6305,3684,4023,1271,1607,443,468
R,7,2020,74,2279642,1044213,1235429,886339,1022941,88849,126342,8169,9550,49287,62839,1660,1735,9909,12022,894656,1032885,91216,129636,14057,16611,52261,66364,2858,3162,953018,1119156,803260,917171,85283,121403,5960,7134,48610,61897,1436,1497,8469,10054,810342,925400,87036,123863,11083,13154,51263,64978,2490,2763,91195,116273,83079,105770,3566,4939,2209,2416,677,942,224,238,1440,1968,84314,107485,4180,5773,2974,3457,998,1386,368,399
R,7,2020,75,2224779,1012117,1212662,860828,1006119,85772,123982,7693,9171,46872,60269,1419,1633,9533,11488,868835,1015636,88006,127110,13415,15961,49645,63591,2636,3009,926500,1103263,782700,906179,82579,119584,5693,6951,46171,59404,1218,1400,8139,9745,789468,914184,84254,121948,10663,12850,48642,62319,2297,2616,85617,109399,78128,99940,3193,4398,2000,2220,701,865,201,233,1394,1743,79367,101452,3752,5162,2752,3111,1003,1272,339,393
R,7,2020,76,2135798,964306,1171492,826432,981701,77976,114137,7057,8480,42966,54860,1314,1426,8561,10888,833635,990720,79915,117171,12205,15063,45467,57847,2393,2736,888168,1070439,756846,889239,75027,110266,5286,6420,42427,54033,1151,1235,7431,9246,763055,896839,76533,112589,9848,12141,44660,56662,2117,2397,76138,101053,69586,92462,2949,3871,1771,2060,539,827,163,191,1130,1642,70580,93881,3382,4582,2357,2922,807,1185,276,339
R,7,2020,77,2153330,966370,1186960,837248,1006000,73562,111353,6506,7980,39760,49896,1140,1295,8154,10436,844150,1014722,75421,114188,11556,14379,41985,52675,2121,2483,895721,1090555,772586,918018,70846,107380,5005,6042,39203,49173,1008,1109,7073,8833,778579,925350,72250,109481,9508,11648,41162,51584,1868,2168,70649,96405,64662,87982,2716,3973,1501,1938,557,723,132,186,1081,1603,65571,89372,3171,4707,2048,2731,823,1091,253,315
R,7,2020,78,1845711,819864,1025847,704843,862555,64161,98133,5751,6991,36978,48022,987,1191,7144,8955,710813,870022,65823,100500,10141,12469,39019,50472,1827,2182,757042,939920,647280,783683,61741,94908,4436,5303,36522,47363,859,992,6204,7671,652438,790024,63031,96728,8330,10104,38340,49525,1600,1886,62822,85927,57563,78872,2420,3225,1315,1688,456,659,128,199,940,1284,58375,79998,2792,3772,1811,2365,679,947,227,296
R,7,2020,79,1655839,725890,929949,622199,779213,57417,91395,5165,6393,33834,43674,929,1020,6346,8254,627551,786070,58848,93613,9012,11374,35689,46020,1697,2000,668338,849744,569432,705511,55237,88325,3967,4945,33413,43068,823,867,5466,7028,574019,711318,56303,90020,7359,9287,35062,45119,1501,1728,57552,80205,52767,73702,2180,3070,1198,1448,421,606,106,153,880,1226,53532,74752,2545,3593,1653,2087,627,901,196,272
R,7,2020,80,1532939,666406,866533,568545,723738,53724,86515,4825,6006,32519,41527,872,1072,5921,7675,573513,730124,55074,88609,8320,10602,34344,43668,1587,1952,611958,789939,518664,653489,51671,83500,3660,4601,32088,40952,745,880,5130,6517,522961,658862,52695,85088,6733,8591,33720,42832,1386,1652,54448,76594,49881,70249,2053,3015,1165,1405,431,575,127,192,791,1158,50552,71262,2379,3521,1587,2011,624,836,201,300
R,7,2020,81,1406460,608075,798385,522196,672193,47089,76340,4051,5285,28905,36741,719,967,5115,6859,526527,677910,48246,78151,7098,9371,30439,38695,1334,1803,558937,728377,477086,607818,45174,73603,3060,4076,28559,36222,622,827,4436,5831,480813,612670,46057,74956,5750,7637,29930,37933,1185,1547,49138,70008,45110,64375,1915,2737,991,1209,346,519,97,140,679,1028,45714,65240,2189,3195,1348,1734,509,762,149,256
R,7,2020,82,1310312,557321,752991,479382,634369,42427,72047,3700,5028,26418,34469,661,872,4733,6206,483369,639529,43514,73746,6534,8634,27823,36264,1199,1607,512514,687660,438128,574421,40783,69443,2867,3852,26103,34005,557,710,4076,5229,441542,578736,41596,70723,5361,6976,27354,35566,1025,1349,44807,65331,41254,59948,1644,2604,833,1176,315,464,104,162,657,977,41827,60793,1918,3023,1173,1658,469,698,174,258
R,7,2020,83,1169468,489789,679679,420746,572156,37471,65168,3218,4371,23593,31508,602,785,4159,5691,424310,576928,38427,66687,5639,7677,24889,33154,1067,1473,449625,620220,383823,517476,35928,62862,2453,3322,23311,31045,518,656,3592,4859,386889,521518,36632,64019,4603,6212,24471,32502,926,1264,40164,59459,36923,54680,1543,2306,765,1049,282,463,84,129,567,832,37421,55410,1795,2668,1036,1465,418,652,141,209
R,7,2020,84,1076994,443777,633217,381511,532823,34160,61496,2859,4062,21045,29016,516,680,3686,5140,384607,537090,34997,62919,4975,7095,22213,30473,978,1246,407106,577984,347677,481924,32783,59415,2195,3095,20800,28620,451,576,3200,4354,350363,485513,33407,60494,4064,5724,21850,29895,861,1079,36671,55233,33834,50899,1377,2081,664,967,245,396,65,104,486,786,34244,51577,1590,2425,911,1371,363,578,117,167
R,7,2020,85,991421,400009,591412,344827,499369,30155,56362,2555,3727,18735,26545,477,612,3260,4797,347585,503339,30887,57622,4423,6528,19741,27939,908,1175,366747,539635,314047,451605,28967,54442,1968,2805,18500,26168,418,513,2847,4102,316446,454969,29536,55406,3637,5268,19395,27396,802,1003,33262,51777,30780,47764,1188,1920,587,922,235,377,59,99,413,695,31139,48370,1351,2216,786,1260,346,543,106,172
R,7,2020,86,848647,336578,512069,290046,431953,25251,48963,2062,3078,16047,23307,428,547,2744,4221,292386,435511,25860,50102,3612,5483,16931,24597,762,1038,308648,467859,264164,391144,24307,47301,1551,2319,15865,22986,366,476,2395,3633,266202,394197,24775,48170,2926,4436,16654,24129,666,908,27930,44210,25882,40809,944,1662,511,759,182,321,62,71,349,588,26184,41314,1085,1932,686,1047,277,468,96,130
R,7,2020,87,781370,303111,478259,262171,404492,22127,44524,1845,2841,14198,22181,356,470,2414,3751,264236,407617,22668,45511,3185,5006,15001,23285,640,945,278955,438202,239796,367395,21267,43070,1429,2189,14030,21904,312,409,2121,3235,241601,370074,21688,43839,2627,4102,14753,22886,566,837,24156,40057,22375,37097,860,1454,416,652,168,277,44,61,293,516,22635,37543,980,1672,558,904,248,399,74,108
R,7,2020,88,702836,266286,436550,231791,371831,18389,38943,1536,2509,12176,19421,315,414,2079,3432,233565,374715,18854,39872,2680,4474,12868,20392,594,832,244652,400241,211638,338230,17711,37628,1155,1904,12031,19173,276,362,1841,2944,213208,340681,18082,38360,2170,3627,12660,20032,527,722,21634,36309,20153,33601,678,1315,381,605,145,248,39,52,238,488,20357,34034,772,1512,510,847,208,360,67,110
R,7,2020,89,627035,231713,395322,202654,338445,15267,33802,1256,2156,10478,17571,275,372,1783,2976,204175,340924,15662,34630,2251,3863,11076,18433,501,729,212661,362759,184890,308276,14678,32656,934,1596,10373,17372,241,321,1545,2538,186207,310373,14980,33289,1806,3083,10903,18124,439,641,19052,32563,17764,30169,589,1146,322,560,105,199,34,51,238,438,17968,30551,682,1341,445,780,173,309,62,88
R,7,2020,90,560478,201441,359037,175566,306829,13429,30896,1186,1968,9465,16300,242,350,1553,2694,176884,309084,13781,31620,2053,3522,9970,17084,437,663,184721,329597,159985,279464,12887,29908,884,1487,9383,16113,220,299,1362,2326,161140,281403,13168,30457,1645,2867,9837,16809,393,577,16720,29440,15581,27365,542,988,302,481,82,187,22,51,191,368,15744,27681,613,1163,408,655,133,275,44,86
R,7,2020,91,466139,163172,302967,142710,259739,10527,25738,914,1471,7562,13458,186,301,1273,2260,143775,261621,10826,26371,1655,2781,7955,14083,350,576,149876,279015,130334,237530,10106,24881,692,1096,7479,13304,164,263,1101,1941,131251,239132,10333,25382,1351,2245,7822,13854,306,506,13296,23952,12376,22209,421,857,222,375,83,154,22,38,172,319,12524,22489,493,989,304,536,133,229,44,70
R,7,2020,92,399969,135192,264777,118424,227705,8512,21935,739,1329,6339,11603,132,239,1046,1966,119315,229337,8738,22467,1307,2459,6691,12164,272,501,124447,244653,108383,209057,8182,21209,563,991,6285,11474,114,202,920,1720,109164,210470,8367,21632,1067,2004,6606,11978,240,433,10745,20124,10041,18648,330,726,176,338,54,129,18,37,126,246,10151,18867,371,835,240,455,85,186,32,68
R,7,2020,93,332138,108790,223348,95023,192130,6911,18463,579,1139,5302,9796,102,189,873,1631,95766,193508,7121,18901,1076,2076,5567,10259,203,385,100487,207178,87225,177171,6675,17857,463,868,5261,9688,90,163,773,1431,87882,178374,6844,18206,907,1709,5502,10102,182,338,8303,16170,7798,14959,236,606,116,271,41,108,12,26,100,200,7884,15134,277,695,169,367,65,157,21,47
